Bulgaria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
264,2064,,,2.95,3.51,4.09,4.65
265,2065,,,2.96,3.53,4.13,4.72
266,2066,,,2.97,3.55,4.18,4.8
267,2067,,,2.97,3.57,4.23,4.88
268,2068,,,2.97,3.59,4.27,4.96
269,2069,,,2.96,3.6,4.32,5.04
270,2070,,,2.96,3.62,4.37,5.12
271,2071,,,2.97,3.64,4.42,5.2
272,2072,,,2.97,3.66,4.48,5.27
273,2073,,,2.98,3.69,4.54,5.35
274,2074,,,2.98,3.71,4.6,5.42
275,2075,,,2.97,3.73,4.67,5.49
276,2076,,,2.96,3.76,4.73,5.57
277,2077,,,2.95,3.78,4.79,5.64
278,2078,,,2.94,3.81,4.85,5.72
279,2079,,,2.94,3.83,4.91,5.79
280,2080,,,2.94,3.85,4.96,5.87
281,2081,,,2.94,3.87,5.02,5.95
282,2082,,,2.94,3.9,5.08,6.03
283,2083,,,2.94,3.92,5.13,6.12
284,2084,,,2.94,3.94,5.18,6.2
285,2085,,,2.93,3.96,5.24,6.29
286,2086,,,2.93,3.97,5.29,6.37
287,2087,,,2.93,3.99,5.34,6.45
288,2088,,,2.93,4.01,5.4,6.54
289,2089,,,2.92,4.04,5.46,6.64
290,2090,,,2.92,4.06,5.52,6.73
291,2091,,,2.91,4.08,5.58,6.82
292,2092,,,2.91,4.1,5.65,6.91
293,2093,,,2.9,4.12,5.71,7.0
294,2094,,,2.9,4.13,5.78,7.08
295,2095,,,2.9,4.14,5.85,7.17
296,2096,,,2.9,4.16,5.92,7.26
297,2097,,,2.9,4.17,5.99,7.35
298,2098,,,2.9,4.18,6.06,7.44
299,2099,,,2.91,4.19,6.13,7.53
300,2100,,,2.91,4.21,6.2,7.61
